sentiment,text,substring,status
neutral,@ KarunaGopal1 So we must ban onion and garlic 😊😊😊 Bjp walo ko kam nahi hai ... Concept chillate rahenge bina matlab ke .,,
positive,@ Dharmen29389998 @ thehindpower Galti to Congress party ki hi thi . Jaldi se niptara nahi karwaya . Abhi bhi MP ke C … https // t . co / EpjhFbRC9V,,
negative,@ yoyoadi2610 Phle to gaali band kar nhi to maa chodd duaa teri madarchod Bhn k lode Jayda gyan kisi aur k samne d … https // t . co / S6EEYTnFFt,,
negative,RT @ kunfaaya Oye @ BJP4India . Apni website toh dhang se manage nahin kar sakte . Desh kya chalaoge ? Tumlog gobar ikattha karne ke hi laayak …,,
neutral,@ LeenaMistrynjcp M bhi woman hi hu for ur kind information .😄 Aur decently answer kiya hota toh mujhe itna kuch na k … https // t . co / BoBstdEKHA,,
negative,Yeh chor thodina hai ye to girgit hai kyo @_ YogendraYadav sahi kaha na https // t . co / Ija9fKDQ9V,,
positive,@ DrSJaishankar @ SushmaSwaraj All the best and hope you shall be people's Videsh Mantri .,,
negative,@ SHABAZGIL Jhut or bad zubani ki bat agr PTI wale kre to smj hi nahi ati q k ap hi log hen jo ye sab gand le kr ay he Pak me,,
positive,RT @ bishhereyo @ Javeria90165021 happy birthday eomma may u have all the happiness and success aese hee rhna sekci or budhi ;) love u jutiya …,,
neutral,@ myogiadityanath Upsssc 2016 ke koi result nahi complete karva Saki is speed se 2022 me Modi ji bhi kaam nahi ayege,,
neutral,@ MehwishButt78 Aaj hamare haan waqai thand see hai baarish bhee hai but inside home it's nice and chilly 😍😍,,
neutral,@ AmitShah The Chanakya of Modern India is our new Home Minister Congratulations to Amit Shah ji ... Terrorists Sepa … https // t . co / bu8fKug2su,,
neutral,@ Unknown83117895 @ riyaOmm @ WickedMandar @ jack aap sab purane movie kalaakaron ko sarkar ka taraf se great service award milna chaheye g !,,
negative,@ HardikPatel _ Tum toh khud ek buri maut maroge . Bjp ko tumko maarkar haath gande karne ki zaroorat nahi hai aur wai … https // t . co / TeSLIG7ept,,
negative,Ye do khabre btati hain ki corruption ki jadey kitni mazbut hain Pura ka pura # UPPSC hi chor haisab mile hue hain … https // t . co / Erp9P1XLfQ,,
neutral,@ QayyumReports Lagta hai # geo sy paisy deny band kardiye hai 😂,,
positive,RT @ SILPIKUMA @ Kanhaiy97131425 Nahi bilkul wrong kaha aapane aajkl chehre ki udasiyon ko muhbat ka khel samjha jata hai Hasi khushi ke ch …,,
neutral,@ Abhishekkar _ CNBC 🤣🤣🤣🤣🤣🤣 AKA sir ne to CNBC ke pahele bol diya tha https // t . co / h1rAzqIHs0,,
negative,diya jo ab vaadi ko jaan se matne ki dhamki de rahe hain anurodh hai ki prakaran men giraftar kar chode gae aropi … https // t co / VBmnod7dqF,,
negative,@ priyankagandhi Robert wadra ki ghotale k khabar bahat dukh lagta he Ab usko Congress party v nahi bacha payegi Su … https // t . co / 89ptXZ1ylN,,
neutral,@ KumariDiya @ PMOIndia @ narendramodi Hume gurav hai ki shreeman pm modi Ji jaisa es new hindsthan ko sab ka sath Sa … https // t . co / vm1hBrgOY3,,
neutral,@ JaiShreeRam90 Pure desh me ghum rahe hain aur gintee kar rahe hain ki kitne ahiro ne backward se gaddari kar ke … https // t . co / 9UWpoQwtJv,,
neutral,RT @ Its _ Atiffff BC jaga jaga zaleel howa hun Lakin yee “ Iqra Aziz ” Jaisi Bachi main ne nahi dekhi aaj tak kabi kisi Phaki Wassiyon main ! 🙄…,,
positive,@ nitin _ gadkari Sir We believe in your faith and wishes Do it Sir you will again do a tremendous work for the weake … https // t co / CP1ef04VOX,,
positive,RT @ Maatibaloch I pray to Allah the Almighty that this night will bring much good for all Muslim in the community and those under the geog …,,
negative,JCB ki khudaai aur is room me hochuki chu **** i dekhna bass kismat walo ke naseeb me hi hota hai 😅😅😅 Kon h wo kis … https // t co / e19HdRR9dm,,
neutral,@ MamataOfficial Tabacco free day ki tarh ab bangal bhi free hone wala hai 😃 Jay sri ram ...,,
neutral,@ pbhushan1 Ab app log ko # 5year or kosna pade ga calo koi Nhi appna yeah kaam accha se kerna nahi to 2024 me Bhi … https // t . co / aaeM6PBKaa,,
negative,@ arsched gud news ab eis ko treason ki saza milni chahye ager en jaisaon ko chor diya gya to ye mulk dushmana … https // t co / mWzWmkQw9t,,
negative,Madrcod hindu muslim k beec me pudiya fek rha h ab hamko tuj jese dhram ke thekedaro ki jrurat nhi h kutte apna … https // t . co / nqgcl117YA,,
negative,Ye kuch bhi lagale . Ab iski BC mein koi na aane wala ... Ek number ka baklol hai ye . https // t . co / aC8X6u6w19,,
neutral,@ pirshahidanwer @ AwaashGull @ Angel _ Pukhtana @ Ishwaishwakhan1 @ Syedasa29334774 @ 0ye _ na _ kr @ 0point12 Liking agar koi … https // t co / ozFCn7pELJ,,
neutral,@ aajtak @ RahulGandhi @ KumarVikrantS Good ache bipakh bane . janta ko bekuf na samjhe . Mudda desh hit Ho to janta sat … https // t . co / 1aeaA5fr69,,
positive,@ MamataOfficial jai shree Ram ... Har har mahdev ... Amit shah Home Minister aa gaya hai ... Jara vo bangal ki file … https // t . co / Q2FDNfQzNp,,
neutral,@ sherryontopp @ RahulGandhi @ priyankagandhi @ ahmedpatel @ INCIndia @ IYC @ MahilaCongress Oooyyee sun tune to Kaha ke j … https // t co / zBlZFRsGcH,,
negative,@ abinash625 @ TIME Gazab bc kisiko aur k opinion ko rephrase kar diya 😆😆😅😅 https // t co / XXdPu9krsN,,
negative,@ BBhuttoZardari Alhamdulillah naya Pakistan atleast tum logon k corrupt Pakistan se ziada behtar hai ... shame on you baby zardari ...,,
neutral,@ pankhuripathak Kal to cong ne media se interact krne bola aur aaj log social media par lage pade hain shame on u t … https // t . co / FcOoKKyDn6,,
positive,@ AmitShah Amit Shah Ji please Jet Airways ke employee ke bare mein kuch kariye Parivar wale bahut pareshan hai bhukhe Mar rahe hain,,
neutral,@ vinodkapri En police wale bhe apne aukat kamjoor musalman aur dalit per he dekhate hai . Per na jane enko bhagwa gu … https // t . co / zo7zyL3rxN,,
neutral,@ iamkaur11 @ dcchoudhary197 chaudhri saab ka status khrab kr diya is tweet ne 😂,,
positive,Here ’ s a song for you … Woh Pehli Baar ( From Pyaar Mein Kabhi Kabhi ) by Vishal Dadlani https // t . co / B1fXeMWQ4h,,
neutral,@ Musa _ Doo Can't wait to tweet like you Musa I promise to make sure that people would see the world through my eyes 😢😍😍💕💕🤞🤞🤞,,
positive,@ silwatein @ I _ Am _ Mowglu Mere roney se Meri Maa Bahut Khush thi Mere roney se Meri Maa Bahut Khush thi Jab Mai Pa … https // t . co / khH8j1fTct,,
positive,@ SushmaSwaraj Aaj bharat kai har nagrik ko aap par garv hai . jis trh se aapnai apnai bitai five years mai foreign … https // t . co / pypYwQVI4B,,
positive,# AmazonCricketQuiz is bar to cricket world cup india hi jeetega,,
positive,Abe BC kya le jayenge yeh toh batah abhi 😜 # PAKvWI Babaji Ka Thullu 😂 https // t . co / RtZucwCQxA,,
negative,@ mlkhattar YE . SUAR KA . BACHAA . LANGDAA . CHOTALA . KHUD . TO . BHOT BADDA . CHOR . HAI . JAIL ME . SADD . MARR . RAHA . HAI .… https // t . co / xUUknR8Y2m,,
negative,@ MeinShoaib @ moronhumor @ seriousfunnyguy Bhai Aisa culture tumko Mubarak Jo haar jagah mazak ban jata ho,,
positive,@ onetimetothink it ’ s gonna be okay !! please don ’ t relapse you deserve better ilu,,
negative,@ UmairFilms Blockbuster like zero race thugs etccc etcccc chutiye kabhi to dalali chod,,
negative,@ Tinkableeblog Thank you Tinka 😍 You always make me cry Thank you for all these wonderful words and wishes ! 💖 💖 🙏🙏,,
positive,RT @ taiiiiland @ thatonebelizean Happy Birthday Akela !!! Welcome to the 21+ club buddy ! 😈🥳🍾🎉,,
neutral,@ republic Ye to acchha nahin bol sakte . Lekin Zara sochie ye kya ki hogi jo yah ghatna ghati . Women may not be alwa … https // t . co / smMXPcamxC,,
neutral,@ MissDwivedii are sach me ye jn jagruti he typiong error he koi bakwas nahi sidhi si baat he,,
positive,Sri Narendra Modi Ji Jay Jay Kara BJP in 21 states Form Govt ' Victory Th ... https // t . co / cbiOajUuhE via @ YouTube,,
positive,@ narendramodi today is new india i am proud burn in india sri modi ji ko dhero subhkamnaye,,
neutral,@ anilvijminister sir meri Wife KO 1hafta ho gya hospital ke chakker lagate abi tk doctor ne koi medisen nhi di aur … https // t co / Ij2ZSJx0Lx,,
positive,RT @ RajputIshwa Allah .. My Lord forgive us . Receive us our repentance . Bless us on this beautiful month Accept our fast and ibadat .. ❤,,
neutral,@ kunalkamra88 @ Swamy39 Iss kunal ka itne bhav mat do . Kuch log apni aukat se jyada uchhalte hain . Better ignore hi … https // t . co / TCYzqsOP6H,,
positive,@ narendramodi Great modi jii hum aapse request karte hai ki west Bengal balatkar me pure india se aage toh kuch kij … https // t . co / ZvBjC8ijfH,,
neutral,Hamare desh ka gourav https // t . co / eLzwJNGw56,,
negative,@ iabihax Wo ALLAH faisla kryga tm log even phr v ni keh sktay kisi ko b k ye dozkhi hai .... had hai Muslim to hai e … https // t . co / BkaPREkJsV,,
negative,RT @ saeedj80 Lanat ho wabda walo per light na dena hy to na hi do dekhe 5mint phr band kardete wo khud Ac per bethy hn baqi gareebo ke lie …,,
positive,@ sushantsareen Sirjee Wholehearted appreciation among intellectuals is rare Hence when u r endorsing new EAM I feel proud abt u .,,
positive,RT @ ThisIsArham Tooba I love you yawr I really love you yawr aor mein tumharay liay kuch bhi kar sakta houn https // t co / 9p2kHuCkQq,,
positive,@ narendramodi @ ysjagan Adarniya Modi jiPehle Aap ko Hardik abhinadan desh ke PM ke liye Umid karta hoon ki Aap agl … https // t co / 8UBDSncOn9,,
neutral,@ Radhika _ Khera Media house ko full payment kare parwakta vejne ki jrurt nh padegi,,
negative,@ SubhashPophale @ SimplyAshokKr @ vikasbha @ abpnewshindi Even the person sharing it knows it is fake not only this v … https // t . co / lMZhgXXDQS,,
neutral,@ Akkian _ Beast Uske perosnal problem h 20 khelna & 50 over khelne me difference h Agr whi wc me perform nhi kr pata … https // t . co / V1hV8LpQNr,,
neutral,@ Shalinaahmed0 This is so true No matter what happens you just can't see your amma crying Unka har aik ansu dil pe jaake lagta hai,,
neutral,@ Hariprakash4u Ye Fake hai is per turant FIR ho . isme 4-5 account hai ye daily new ladkiyo ki photo dalta hai . isk … https // t . co / PddfQJnWSE,,
positive,@ myuiminya awwwie ❣️ anw good morning to beautiful swan minariing 😚✨,,
negative,@ kunalkamra88 Kutre Sala ... Dimag Sathiya gaya hai kya re ... koi iska chati foro re .,,
neutral,@ btswithluvagain @ minpindyoongi Bhai wapis na chi jana Dekho agar ap ko muhabat hoti na to ap aisay maidan chor kar … https // t . co / EL45yh06yK,,
neutral,Super Highway to Kedarnath and Badrinath Listen carefully This is really ambitious work for Char Dham Yatra T … https // t co / C2opAETMTK,,
neutral,@ chhavihussein Hey chhavi got the good news Eagerly waiting to see the newborn,,
neutral,Sab se purani party ki ek branch This is not even indira congress It is sonia congress nothing more https // t co / QvwK2zoBiu,,
positive,RT @ mohitsaini7915 # DSSAgainstDowry Good Morning Papa @ Gurmeetramrahim g Bless all of us with Maximum Sewa Simran Parmarth And Success In …,,
neutral,@ Easyteri77 @ RAVINDER47 @ BarkhaSeth2 @ VaronikaVks @ SomaMukherjii @ jyotsnavarma9 @__ kashyap __ @ sahajyoti3 … https // t . co / jRCDoIXUeZ,,
positive,@ saleem _ mohad Marne lage aap logo ko wajah se desh me chunaw karwane pade modi g to pm te hi hame koi dikkat bhi nh … https // t co / KeYZlJRxvy,,
neutral,Yeh mere ghar wale generator pae TV on Kyun nahi karne dete yrrrr,,
positive,RT @ Salmanashraf313 @ CallMeMeeru Meri life mae aik ap or @ ZoyeMemon apa ke brday ka din aise hota hae js ka mujae bht intazar hota ha bcz …,,
neutral,@ DrRehman0786 @ abbas _ nighat Bahi yahi to problem hai tum logo ki maine kisi community ko to indicate nahi kya tha … https // t . co / VuGIHsUYU9,,
neutral,@ ammarkhi Same to you ok i ask one thing from u,,
positive,@ Londeka _ Mn Happy birthday more years to you . Have great one,,
positive,'' Ukiona wao ! Weka Taya ! '' '' Your honor I meant if you see them you should shine a light on them ! ',,
neutral,RT @ kynamariee evryone might leave you but one wont and it is God,,
neutral,@ ThisisIK Jab promo nahi aarahe the tab bolrahe the promo nahi aarahe he buzz nahi he ab promo aaraha he buzz he b … https // t co / w0KsJ9ifgs,,
negative,@ iambabit @ StarSportsIndia Pahle corner wale Pakistani captain ko bahar karo pic click karwane kahin hi aa jata Boys played well 🏏,,
neutral,@ baumanaustin @ FUSIONPERSON @ PollsScene True dat but on jah OAA is my shit rn,,
negative,RT @ KambohBadshah4 @ iamowaisnoorani yeh wohi chootiya nhi jo galt news detta then maffi aur adalat ke agge rota tha chootiya lair doc,,
neutral,1992 k ODI World Cup ma PAK WI k khilaf pahla match har gia 2009 k T20 World Cup ma PAK ENG k khilaf apna pahla ma … https // t . co / TLSSLXbsbZ,,
negative,Dandim 0707 Wonosobo Bersama Forkompimca Kab Wonosobo Laksanakan Safari Ramadhan - Korem 072 Pamungkas https // t co / i2CV21qLyj,,
positive,@ narendramodi very nice sir aap ko hmare trph bhut bhut hardik subhkamnaye or dher sarin bdhaiya bjp and Modi j … https // t co / M0qUMfTysz,,
positive,@ narendramodi Today is great day for Sri Atal jee And sir you had made him proud Bharat mata ki Jay,,
neutral,So last night i left my kids under my parents care and my husband under his own care so i can have an Iftar date w … https // t . co / hsbypbNaad,,
neutral,@ narendramodi Namste sir Modi ji mere pass aapke liye ek complain hai aapki pradhanmatri awas yojna kya sarkari na … https // t co / Zff95X6jin,,
neutral,RT @ crazychic450 Pic1Ab yeh AMEER kaun paida hogaya naak tudwane ?🤭🤨 Pic2 Mai ameer papaji kahi ameerzada bolke marne to nahi wale 😌 Pi …,,
neutral,@ chitraaum mam hmlog waisa bhi aajtk dekhta hai par aaj aapna ya glt bola ki modi ji ki maa aajtk dekh rhi hai i … https // t co / wTCHbBllIV,,
neutral,@ GautamGambhir @ Javedakhtarjadu @ RakeyshOmMehra @ GautamGambhir dada ek hi dil hai kitni baar Jitoge ? Jo hua uska d … https // t . co / a9QyRLDKDW,,
neutral,@ rashtrawadi9 @ Chatterj1Asking Ye group suicide kyu nahi manaate 😉😜,,
positive,@ KandyShefin @ IndiaToday Aise hi ghatiya logo ki wajah se congress har rahibhai ... agar ye ghatiya log aisee hi bina … https // t . co / gquUS71XGZ,,
neutral,RT @ UAAPconfessions Love looks good on Maddie !!! Ako lang ba yung sobrang masaya kasi may zolo sya ? Before with the past Z medyo lowkey s …,,
neutral,@ DesiStupides @ Habib _ Hasan _ Haa phle confirm to btaO khA huA ??,,
neutral,RT @ not _ urpizza Aur shukar hai ye laash numa orat @ rass _ malaai wapis ayi Twitter pe Jis ne abi tk faallow nahi kia wo plz karay 😬😁 Dil ki …,,
neutral,Me can you get me food Him 🙄 what chu want Me 😏 dont matter just food Himbruh what chu want Mejust get me food H … https // t . co / PWydG7npwU,,
neutral,# ASKSTAR # SachinOpenAgains Sehwag Sir kya aap Sachin Sir ke samne bhi song gungunate the kya aur Sachin Sir ka kons … https // t co / URkLsJkowr,,
negative,@ MuradSaeedPTI PTI ko chahiye Sindh mey Govt banaye nahi to PPP sindh ko Khaa jayegi q k PPP chor party hy ....,,
neutral,@_ Hsn _ Shah @ Bugs _ bunns _ @ littlebub332 _ Usse shayad khud hi pata ho 😂😂,,
neutral,@ ngeless _ — tara hanap tayo ano uhm .... usap hangout soon and movie nightt HAHAHAH miss you paps,,
negative,@ News18UP aise hi karke jitao bhai modi ko and no one gives a shit about musalman with their useless problems like this,,
positive,@ TuksFM1072 @ Likho _ Olwethu I love you bestie 😍😍😍😍😍😍,,
positive,@ yashisharmaa I am not against bjp govt kaam kare dhang se to kisse problem hogi bjp haryana govt is good even t … https // t co / qpkeocWi8F,,
neutral,RT @ surbhisana2926 What a Gorgeous Look Of Mah SJ Sooo Beatifulll Bride She Is 😍😍😍😍😍😍😍 Nazar Na Lag Jaaye Jaanu 😘😘 Thought Ye Ghabraa …,,
neutral,RT @ FaizanSays23 Dho diya ashk-e-nadamat ne gunahon ko meray tar hua daman to baare paak daman ho gaya . ~ Momin khan Momin,,
negative,@ theskindoctor13 @ sardanarohit Viswas - rohit kah raha he teri khopdi etne chhed kerenge ki teri khopdi khopdi nahi … https // t co / qV3hJchsLF,,
negative,@ ModiLeDubega Ye chor buddah Kyu chup chap nehi rehrakta hei rss walo buddah ko gaand maaro jail me rahkebhi khu … https // t . co / GQWvl0l7ZL,,
neutral,Who says breakup hurts the most Kabhi phone ki screen apne aap chalne lagi hai or rokne pe bhi na ruke 😢,,
negative,@ Rehmanismm Ye parchi ki hi nahosat se sara match khrab hua hai Sala shuro main hi team pe presher dal k chla jata hai,,
neutral,@ Tejasvi _ Surya Absolutely well said Modiji seemed more confident than 2014 So more power to him in his second st … https // t co / gKwTnBjQq5,,
positive,@ aircatcr Pan 1. I'm a huge sinner 2. I'm 18 3. Friends is my fav show 4. I want Cheez-Whiz 5. Humor is the way t … https // t . co / C7pEONlHv9,,
neutral,@ PrajapatiNick2 @ Poonam59441855 @ DrRehman0786 @ meenusharma8118 @ follow2deep Koi nahi main usko phle hi block kardiya tha 😂😂😂,,
negative,# EVMHacking Without any proof leader EVM pe jhut bol rhe EC chup kyu hai koi action kyu ni leta ? Hmlog voters d … https // t co / VOxJY2UaBQ,,
negative,Pakistan Team Se Kuch B Expect Ni Kia Ja Skta . Jab Jab Expect Kia Inho Ne Izaat Ka Faloda Hi Bnaya . 😑,,
positive,Yo boys give me the best / funniest pick up lines you ’ d love to hear a girl say to you 😛 This girl wants some fresh … https // t co / JUHzOrxGP1,,
positive,RT @ safc _ tyler If we get Tom Lockyer Curtis Nelson and a good right back to go with hume we have the best defence in the league # SAFC,,
neutral,@ KilledarLipi @ TarekFatah Aapko jaan ke dukh hoga she will be soon free Terrorism ke saath Yaakub memon bhi tha 1… https // t . co / OI81H3XA7x,,
positive,@ PMOIndia @ narendramodi Adarniye Modi ji aapko dobara desh ka pradhan mantari banne par bahut bahut mubarak Aapki a … https // t co / tYj6Etwtj6,,
negative,@ TrollNipper @ republic To kya karewhy are u sharing this for what reason BC chutiyape ki bhi seema hoti hai,,
neutral,@ narendramodi SHRIMAAN MODI JI NAMASKAAR JI PAHACHANO APNEY PARAM MITRA MOHANPAL PANDIT JI VILLAGE MAWAI FARIDABAD … https // t co / K6K16R3drF,,
positive,@ ZeeNewsHindi @ AmitShah Home ministry kadak aur chatur aadmi chahiye is position ke liye . And he is perfect in both .,,
